Assignee,cord_uid,sha,title,url,Computational,Experimental - in vitro,Experimental - in vivo,Systematic review and/or meta-analysis,Clinical-interventional,Clinical-interventional,Clinical-observational,Clinical-observational,Systematic review and/or meta-analysis,Review,Other,,
,q92fd2lo,25a978f1b7808ccd9198132f2466e6386a3957c4,Chapter 4 Virus Replication,https://doi.org/10.1016/b978-0-12-800947-5.00004-1,,,,,,,,,,,1,book chapter,1
,0ojbprhd,5ea003777403bda990fe5a2471273b477e529751,Protective effects of fenofibrate against acute lung injury induced by intestinal ischemia/reperfusion in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4763198/,,,1,,,,,,,,,,1
,437zx0xr,9da58647ca34a42efcf47cec929b7163a808a65d,Hospital infectious disease emergency preparedness: A survey of infection control professionals,https://doi.org/10.1016/j.ajic.2006.07.002,,,,,,,,,,,1,,1
,2d5ugdqk,efd27ff0ac04dd60838266386aaebb5df80f4fa9,Aetiology of Acute Respiratory Tract Infections in Hospitalised Children in Cyprus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4720120/,,,,,,,,1,,,,prospective investigation,1
,7vxif3y5,90637e4f46c7466511a622cb1cce5ed3c8eb4f3d,Bluetongue Serotype 3 in Israel 2013–2018: Clinical Manifestations of the Disease and Molecular Characterization of Israeli Strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7068852/,,,1,,,,,,,,,results from a previous descriptive epidemiology study,1
,dnuu6jok,7e55726d345571690d0e3046664cfac5003c2a89,Investigating the introduction of porcine epidemic diarrhea virus into an Ohio swine operation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4334577/,,,,,,,1,,,,,epidemiologic investigation; bioassay study,1
,55ceq7ze,dba333288b0b21947b70f8726c0358b59819d367,Inhibitors of virus replication: recent developments and prospects,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7082807/,,,,,,,,,,1,,,1
,8pee66k6,a79847f406c9f694222cc18a1ffd04dbc0c06d08,Interactions of Alphavirus nsP3 Protein with Host Proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5767282/,,,,,,,,,,1,,,1
,8b96rgqa,ae423f7ae98fa3e8a1249bd193df1c09bdeedf7c,Two deletion variants of Middle East respiratory syndrome coronavirus found in a patient with characteristic symptoms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5506503/,,,,,,,,1,,,,comparison to previous studies ,1
,6lh4jsor,93244303c6041ad53fcc59cc06a03cc51621edcc,NIAID resources for developing new therapies for severe viral infections,https://doi.org/10.1016/j.antiviral.2007.10.006,,,,,,,,,,1,,programs relevant to the development of therapies for severe viral infections are described and 3 case studies illustrate their use,1
,0pkbbb99,2c2f0107d55f1c770896c982d59e0bfa035fd4d7,Development of a one-run real-time PCR detection system for pathogens associated with porcine respiratory diseases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7041981/,1,,,,,,,,,,,,1
,misprnq8,6085ea96b3a7c381215ba90b26f8664ae7c63178,"Complete Genome Sequence of a Novel Swine Acute Diarrhea Syndrome Coronavirus, CH/FJWT/2018, Isolated in Fujian, China, in 2018",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6284080/,,1,,,,,,,,,,,1
,kjpmh3ap,eac8ac161c5889bb47d90400f3bc2fb1ab32f3ff,Clinical findings and treatment of disseminated ‘Mycobacterium avium subspecies hominissuis’ infection in a domestic cat,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6943314/,,,1,,,,,1,,,,,
Kayla Blanchard,m81xn0fs,c24af6314214e7d2ef8b04419efccd6f7f900858,Epithelial Cell Stretching and Luminal Acidification Lead to a Retarded Development of Stria Vascularis and Deafness in Mice Lacking Pendrin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3056798/,,,1,,,,,,,,,,1
,0ak8azvm,fccb6ade0bf011476433e7bc2611c09a92d836c2,Frontiers in Molecular Evolutionary Medicine,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080150/,,,,,,,,,,,1,"Perpective article about the ways genome editing for disease resistance could positively impact the agriculture industry + major roadblocks,Perspective",1
,vo2oe2wr,6f84454ada9a8c94757cc98d9c8aa1fd609ad7f9,Protein composition of tomato spotted wilt virus,https://doi.org/10.1016/0042-6822(73)90283-3,,1,,,,,,,,,,,1
,22fctxk4,2b46b2e0798f4e27871c942a86515bdcc64a4a44,Genome editing for disease resistance in pigs and chickens,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6951997/,,,,,,,,,,,,(This article is the same as the one in row 482),0
,0aip91y4,ca126845fa5f967ec6514052545e8df56d8b53de,IL-12 deficiency transiently improves viral clearance during the late phase of respiratory tract infection with influenza A virus in mice,https://doi.org/10.1016/j.antiviral.2006.01.007,,,1,,,,,,,,,,1
,oxeoohls,91ffeae61ed0981effb5f833295322144f620af4,l-Arginine stimulates intestinal intraepithelial lymphocyte functions and immune response in chickens orally immunized with live intermediate plus strain of infectious bursal disease vaccine,https://doi.org/10.1016/j.vaccine.2006.03.086,,,1,,,,,,,,,,1
,2vyor0ap,9cac297cbe600d362c95485037335e959e4cf36e,"Serosurvey of Coxiella burnetii (Q fever) in Dromedary Camels (Camelus dromedarius) in Laikipia County, Kenya",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5655913/,,,1,,,,,,,,,Serosurvey,1
,81qbstfe,d1f64b08e5e91fb86617a4250329f24c1b70ea7a,CHAPTER 16 THE RODENT PARVOVIRUSES,https://doi.org/10.1016/b978-0-12-095785-9.50023-8,,,,,,,,,,,1,Book chapter,1
,yu0hrg6h,e971f19f92a73e1dc90ea83dad386af45193dd90,CHAPTER 101 Medical Management of the Kidney Transplant Recipient Infections and Malignant Neoplasms,https://doi.org/10.1016/b978-0-323-05876-6.00101-5,,,,,,,,,,,1,Book chapter,1
,bl7fylrv,9c983db27cc8ff3e50008d8d2bc803e14da7d38b,Mice with different susceptibility to tick-borne encephalitis virus infection show selective neutralizing antibody response and inflammatory reaction in the central nervous system,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3700758/,,,1,,,,,,,,,,1
,8n2a1vzk,e40be79a3cf1f325f186e5b8adb087211f5ebc56,"Spanish Influenza in Japanese Armed Forces, 1918–1920",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2725954/,,,,,,,1,,,,,retrospective cohort study,1
,m4so4il0,9be839381833cc5da620a0c6c25da09c3a0ea961,"Looking Back, Looking Forward",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3921617/,,,,,,,,,,,1,Editorial,1
,rbp1u43t,a796e1ad10261871972dd1f68b49b363d7fbb110,"Development and application of a multiplex PCR method for the simultaneous detection and differentiation of feline panleukopenia virus, feline bocavirus, and feline astrovirus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7086731/,,1,,,,,,,,,,,1
,ast0ue6z,e705c098f909abb8f4e863e4450eeed214fd7361,Neutrophil elastase inhibitory effects of pentacyclic triterpenoids from Eriobotrya japonica (loquat leaves),https://doi.org/10.1016/j.jep.2019.01.037,,1,1,,,,,,,,,,
,qwdxgk4z,9106288bcdc9e21572ae3ed51e7dfb7c24739b2b,Use of camel single-domain antibodies for the diagnosis and treatment of zoonotic diseases,https://doi.org/10.1016/j.cimid.2018.09.009,,,,,,,,,,1,,Literature review,1
,kio53s5b,4ac90fe13a732c36ebe743974f3946d5718fb3c9,Biochemical terrorism: the medical threat in the twenty-first century,https://doi.org/10.1016/j.sram.2004.04.012,,,,,,,,,,,1,Commentary,1
,76cygq88,ac9e179aeff880553f01d4756e98e7aa95448642,Experiencing SARS Perspectives of the elderly residents and health care professionals in a Hong Kong nursing home,https://doi.org/10.1016/s0197-4572(03)00251-9,,,,,,,,1,,,,qualitative study,1
,p5vu29g6,b9bc5ba802fb31cc1f3e9f742c461fc875eadc96,Chapter 14 Canine Parvovirus Infections and Other Viral Enteritides,https://doi.org/10.1016/b978-1-4377-0795-3.00014-4,,,,,,,,,,,1,Book chapter,1
,rzijpg5i,e0d38e588237ad8de8a378b3c3613aa3103950e8,Successful management of Panton-Valentine leukocidine-positive necrotising pneumonia and A/H1N1(2009) influenzavirus coinfection in adult,http://europepmc.org/articles/pmc3902338?pdf=render,,,,,,,,1,,,,case report,1
,l2pfl776,5cd3d3edd1b68bce986c6b9e6bfa9720efd041e3,A rebuttal to the comments on the genome order index and the Z-curve,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3046898/,,,,,,,,,,,1,Rebuttal to peer review,1
,a27prjq9,4bc6ead9368ec84dba7c56b78624f681293e568b,Characteristics and trends of traumatic injuries in children visiting emergency departments in South Korea: A retrospective serial cross-sectional study using both nationwide-sample and single-institutional data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6688833/,,,,,,,,1,,,,retrospective cross-sectional study,1
,jnw3er89,0f24069c6157cb20b380659e0740780c6ed7e6a0,Epidémiologie virale et sévérité clinique pendant le pic d’épidémie grippale A(H1N1) variant dans les atteintes respiratoires fébriles de l’enfant,https://doi.org/10.1016/j.arcped.2014.04.017,,,,,,,1,,,,,prospective cohort study. english translation included in the article,1
,po7rw2ob,e8b85f1ea12ef12dfd520704c3b99c1fde6e9e59,"Commentary: ‘To list, or not to list, that is the question:’",https://doi.org/10.1016/j.jtcvs.2020.03.032,,,,,,,,,,,1,Commentary,1
,d60c6hb6,20b3252269e48753f10c1f2ac24010b6a3a2c7cb,Positive Selection of the Bat Interferon Alpha Gene Family,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7088374/,,1,,,,,,,,,,,1
,dvqqi33e,3abdd17c8fa21aadc58711b0ef07dfa6c3c54d98,Lessons learned from the test-to-test variability of different types of wear data,https://doi.org/10.1016/j.wear.2016.11.012,,,,,,,,,,,,Article linked does not match the given title. It is the same article as the title listed in box 507.,0
,3pnuj5ru,85dfb59af4c4ec824f1f62c645e5b91a6e3cc814,2015 ACVIM Forum Research Abstract Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4895366/,,,,,,,,,,,1,Indexed abstracts from 2015 vet internal med research forum,1
,sfyagtl6,b1d13983504af878766bcd98fb793c283e7ab567,Cell proliferation and apoptosis in rat mammary cancer after electrochemical treatment (EChT),https://doi.org/10.1016/j.bioelechem.2003.10.008,,,1,,,,,,,,,,1
,omihw8qo,f8e1836096b394c7dc65a4bcf35027eb49a930d9,"Inflammatory Mediators in the Mesenteric Lymph Nodes, Site of a Possible Intermediate Phase in the Immune Response to Feline Coronavirus and the Pathogenesis of Feline Infectious Peritonitis?",https://doi.org/10.1016/j.jcpa.2018.11.001,,,1,,,,,,,,,,1
,cq7uzziv,7c8f40872fb6e8d5289fec4b0573cc22e15fa180,Military-civilian cooperative emergency response to infectious disease prevention and control in China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5203723/,,,,,,,,,,,1,"Successful disease prevention and control in China,Commentary",1
,wcnva3nr,d7531ccb3a8417e35a8a34badd9ae40ea731c7fe,Marmota himalayana in the Qinghai–Tibetan plateau as a special host for bi-segmented and unsegmented picobirnaviruses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5841229/,,1,,,,,,,,,,proposal of PBV assortment types,1
,t7tl09tx,05cad2251eec680744110bac4ec0b8f99c7aaf9d,Rules of Engagement: The Principles of Underserved Global Health Volunteerism,https://doi.org/10.1016/j.amjmed.2012.01.008,,,,,,,,,,,1,Commentary,1
,262j3mnh,e05b12dad717543c2c0f9b0de1ba6f77e76fa79e,"MicroRNA-192 inhibits the proliferation, migration and invasion of osteosarcoma cells and promotes apoptosis by targeting matrix metalloproteinase-11",http://www.spandidos-publications.com/ol/15/5/7265/download,,1,,,,,,,,,,,1
,9xnjb7qv,ecb3c8e94fb9e56b8ca7f05687f791f3db024a94,Social mixing patterns in rural and urban areas of southern China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4024290/,,,,,,,,,,,1,Survey study,1
,o32yplz5,d66ed1298efc24ddbc6e39c4dcc372727f00f1d0,Pandemic Influenza Planning in Nursing Homes: Are We Prepared?,http://europepmc.org/articles/pmc3319394?pdf=render,,,,,,,,,,,1,Commentary,1
,dognaomn,f421ab87adfb959664409ada2f3849ec1a977320,"Enterovirus D68 in Hospitalized Children: Sequence Variation, Viral Loads and Clinical Outcomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5119825/,,,,,,,1,,,,,retrospective cohort study,1
,a8pixbuc,c82d1b207db5a5a4d15150de1fa30088a16cff25,Identification of murine CD8 T cell epitopes in codon-optimized SARS-associated coronavirus spike protein,https://doi.org/10.1016/j.virol.2005.01.050,,1,1,,,,,,,,,,
,04ecdspk,429f221d9825a0651b334c8131a6c1d7c96a2208,ACTIVATION OF THE NEUROPROTECTIVE ANGIOTENSIN CONVERTING ENZYME 2 IN RAT ISCHEMIC STROKE,http://europepmc.org/articles/pmc4465873?pdf=render,,,1,,,,,,,,,,1
,z1sskczh,119506a216bda7e3d126e1158953dd36694ae7f3; 664cf3e09117557e5b84a549e72d800559d9cca6,The origin and global emergence of adamantane resistant A/H3N2 influenza viruses,https://doi.org/10.1016/j.virol.2009.03.026,,,,,,,,,,,1,phylogenetic analysis,1
,7zgcd3s9,dcef8bb77afafab2b3ba391bdf3f46da45357739,Evaluation of immunity to feline infectious peritonitis in cats with cutaneous viral-induced delayed hypersensitivity,https://doi.org/10.1016/0165-2427(89)90038-x,,,1,,,,,,,,,,1
,yqciq9m5,588631c5434bdc11922450678d5d65823f62e432,A Brief Review of Computer-Assisted Approaches to Rational Design of Peptide Vaccines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4881492/,1,,,,,,,,,,,,1
,vfnbs2jn,1163d8a36011a13202e50a68502e0a4c17b5bdde,Infection preventionists' experience during the first months of the 2009 novel H1N1 influenza A pandemic,https://doi.org/10.1016/j.ajic.2009.09.003,,,,,,,,,,,1,Editorial,1
,ie3msqwt,5b15c62ee761d6eefeb7d2ef023f804bfdc41edc,Optimal Decision Model for Sustainable Hospital Building Renovation—A Case Study of a Vacant School Building Converting into a Community Public Hospital,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4962171/,,,,,,,,1,,,,case study of a simulated hospital renovation project to evaluate a sustainable renovation model,1
,gf0bglm0,8782deab94c366e223e7a6307c1e002ed6cf1c21,Interaction of the innate immune system with positive-strand RNA virus replication organelles,https://doi.org/10.1016/j.cytogfr.2017.05.007,,,,,,,,,,1,,literature review,1
,a3f4l6iu,bd18832006ef03fab74bf51388034b7e9605e14a,"Influenza A Virus Cell Entry, Replication, Virion Assembly and Movement",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6062596/,,,,,,,,,,1,,literature review,1
,b5u5hp2r,c6ea09cae9a6185a84ab731e86257d6507f5a102,Inhibition of HIV-1 by multiple siRNAs expressed from a single microRNA polycistron,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2396423/,,1,,,,,,,,,,,1
,0axms5fp,84a6dc88daebdf8a68fefa80f4525f49d7a35fac,RIBAVIRIN AND RESPIRATORY SYNCYTIAL VIRUS,https://doi.org/10.1016/s0140-6736(86)92323-8,,,,,,,,,,,1,focus article,1
,yqdqm4rh,5f1e0403e51ceda58a53404a7ac0b456d2707bc1,Zoonotic Viruses: The Mysterious Leap From Animals to Man,https://doi.org/10.1016/j.clinthera.2018.06.016,,,,,,,,,,,1,editorial,1
,j9gmuir6,3b817ceb025fe634b29416cfa932119965bc5de8,Growth characteristics and protein profiles of prototype and wild-type rat coronavirus isolates grown in a cloned subline of mouse fibroblasts (L2p.176 cells),https://doi.org/10.1016/0168-1702(95)01274-5,,1,,,,,,,,,,,1
,0qqear2m,09519fe1034b24c7561b5487eea72fc0fa45e0a1,Quails are resistant to infection with Neospora caninum tachyzoites,https://doi.org/10.1016/j.vetpar.2013.08.009,,,1,,,,,,,,,,1
,0pymqxwq,ef821e34873d4752ecae41cd9dfc08a5e6db45e2,Population-Based Pertussis Incidence and Risk Factors in Infants Less Than 6 Months in Nepal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5907881/,,,,,,,1,,,,,prospective cohort study,1
Leah Carter,2upfe8g2,80cdffc26a496e89e2d94c7478749adbabafe180,"A provincial Acute Febrile Illness Surveillance Network (GAFINet), South Korea",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6087987/,,,,,,,,1,,,,,1
,4l3sede1,b1b9699bbe9b36657ae6aa66628dc06e232da95b,"Serological evidence of ebolavirus infection in bats, China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3492202/,,,1,,,,,1,,,,,
,nxqer3m7,5a4760a109394f2d59a82a5831c23ab7ac259eb2,Trends in North American Newspaper Reporting of Brain Injury in Ice Hockey,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3629225/,,,,,,,1,,,,,,1
,mpoqcfja,c7d45ee67540ca49e9d47a3939ad3f494bb54445,Load reduction in live PRRS vaccines using oil and polymer adjuvants,https://doi.org/10.1016/j.provac.2012.04.018,,,1,,1,,,,,,,,
,p1j07ny9,99f6ca41bcf6a11e4a3c722d5e00a9bfec79ca19,A Reverse Genetics Platform That Spans the Zika Virus Family Tree,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5340872/,,1,,,,,,,,,,,1
,tvdx9gkk,53c265b6afd28a56b51d30b9ac4e1684f9cd2355,Chapter 3 Replication and Expression Strategies of Viruses,https://doi.org/10.1016/b978-0-12-811257-1.00003-6,,,,,,,,,,,1,"textbook explaining viral expression and replication mechanisms,Book chapter",1
,hde8bn7f,401413e65fd2081730d77da6011514fc21ebbd48,"Toxoplasmosis in Sand cats (Felis margarita) and other animals in the Breeding Centre for Endangered Arabian Wildlife in the United Arab Emirates and Al Wabra Wildlife Preservation, the State of Qatar",https://doi.org/10.1016/j.vetpar.2010.05.013,,1,1,,,,,,,1,,,
,dei0xd1b,1a2c79e2b65d28508db35b7b72eb7c2edfed8ef0,COVID-19: Zoonotic aspects,https://doi.org/10.1016/j.tmaid.2020.101607,,,,,,,,,,,1,editorial ,1
,xjoyrdhj,8e62593b2aedb64b8a047a581ee993c1ad861cbe,A screening campaign in sea urchin egg homogenate as a platform for discovering modulators of NAADP-dependent Ca2+ signaling in human cells,https://doi.org/10.1016/j.ceca.2018.08.002,,1,,,,,,,,,,,1
,ybj6lwdb,2a35742783198a179b36b29a45fb3a7a28663026,Chapter 56 Vestibular Disorders,https://doi.org/10.1016/b0-72-160423-4/50059-7,,,,,,,,,,,1,"neural vestibular disorders in felines,book chapter ",1
,1pbzbydu,e423977e8070a5037558ac9dfdd78a6db6a64d58,Immunomodulatory Effect after Irreversible Electroporation in Patients with Locally Advanced Pancreatic Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6535893/,,1,,,,1,,1,,,,,
,mai4eggf,5ce430242bc6674c68d00110511cd1da4f53b265,"Clinical Features of Pneumonia Caused by 2009 Influenza A(H1N1) Virus in Beijing, China",https://doi.org/10.1378/chest.10-1036,,,,,,,1,,,,,,1
,e9pwguwm,70e2b820b3d2056eb90ac0e11ac230267fd0d7e8,Microbicides and the environmental control of nosocomial viral infections,https://doi.org/10.1016/j.jhin.2003.12.033,,,,,,,,,,1,,,1
,35rq2kio,025caa475da8ddd8fff850c4a42eb1c0317db8c2,Increase in placental apolipoprotein D as an adaptation to human gestational diabetes,https://doi.org/10.1016/j.placenta.2009.11.002,,,,,,1,,1,,,,,
,ar2ltsk9,b5d9ed7eac05b224c3f0f331efca338f4285ae2a,Astragalus polysaccharides inhibit avian infectious bronchitis virus infection by regulating viral replication,https://doi.org/10.1016/j.micpath.2017.11.026,,1,,,,,,,,,,,1
,u72u2keb,24f1d3b412c3e8fcbbd6807643cc193ef00b5ed8; d16f97626aabd7b5350d85d8cb07498bf2386a7e,Quantifying the Risk and Cost of Active Monitoring for Infectious Diseases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5773605/,1,,,,,,,,,,,,1
,zgxuktuc,d284e57ded747d8b4ffa67298fecef7fdd49633e,Development of a Novel Transgenic Rat Overexpressing the P2Y(2) Nucleotide Receptor Using a Lentiviral Vector,http://europepmc.org/articles/pmc3593343?pdf=render,,,1,,,,,,,,,,1
,u2a26brw,b1d5a591bff2740b3b81dce8659fec2470ac9dfb,Stability of Porcine Epidemic Diarrhea Virus on Fomite Materials at Different Temperatures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5876564/,,1,,,,,,,,,,,1
,ldoqyqlg,3bd416cb6ace33b8879fa9e93778de31ae256773,What Is the Optimal Therapy for Patients with H5N1 Influenza?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2694988/,,,,,,,,,,,1,editorial ,1
Hope ,5vklxexq,8b965ccb656960174a81c75effed2a6f2315f0e7,Predictors of Hematoma Enlargement in Patients with Spontaneous Intracerebral Hemorrhage Treated with Rapid Administration of Antifibrinolytic Agents and Strict Conservative Management,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6826086/,,,,,,,1,,,,,,1
,ciihp7pj,377786fe05588ea782213fcb92f39a6522f113bd,Epidemiological aspects of astrovirus and coronavirus in poults in the South Eastern Region of Brazil,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3769739/,,,1,,,,,,,,,,1
,n0fa076h,3638847901276b68bc15b506fcdb986c4ac1dcb4,Characterization of SARS main protease and inhibitor assay using a fluorogenic substrate,https://doi.org/10.1016/j.bbrc.2004.04.098,,1,,,,,,,,,,,1
,9vrny92m,d7d62e768f4a8eb40ba522eca28e173e5d53cbbc,"COVID-19 infection and rheumatoid arthritis: Faraway, so close!",https://doi.org/10.1016/j.autrev.2020.102523,,,,,,,,,,1,1,,
,ehq9qnoo,938a53e7f870ea74d6347fe145f7ec1d9c657aaf,Chapter 61 Liver,https://doi.org/10.1016/b978-1-4160-3661-6.00061-4,,,1,,,,,,,,1,,
,2qxk0kvr,be464c3787cad446a8be522f9ed4793c16c81b49,Direct Observation of Membrane Insertion by Enveloped Virus Matrix Proteins by Phosphate Displacement,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3585246/,,1,,,,,,,,,,,1
,slqgop3x,1236cc099b6fc497c3e4946fc3379d56307659d3,Chapter 11 The Urinary System 1,https://doi.org/10.1016/b978-0-323-35775-3.00011-4,,,1,,,,,,,,1,,
,xbcy96re,30d1284e23eb84b7d6e14f68c5d76fae39978ace,A six-year study on respiratory viral infections in a bull testing facility,https://doi.org/10.1016/j.tvjl.2006.02.010,,,1,,,,,,,,,,1
,gz55h7mg,b08591a37f6db5d579f4e875e8326ae408a257bd,Glial Cell Expression of PD-L1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6479336/,,,,,,,,,,1,1,,
,1q8ufkgu,cac25e1221e902b1677b4bcfeb6ae5345de504bd,Antiviral Activity and RNA Polymerase Degradation Following Hsp90 Inhibition in a Range of Negative Strand Viruses,http://europepmc.org/articles/pmc1995422?pdf=render,,1,,,,,,,,,,,1
,seev8ggt,1c5b9b791b402f44f6229f9d420d6a10dc173d39,A network pharmacology-based approach to analyse potential targets of traditional herbal formulas: An example of Yu Ping Feng decoction,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6065326/,,,,,,,,,,,1,"Creation of a novel network to try and strongly associate therapuetic targets of herbal medicine with disease therapuetic markers, using multiple studies that linked statsticial significance to therapuetic targets and disease markers",1
,ttb7o8lv,ffd0af549110e997ac78508b499668e31e3b5b90,Molecular characteristics of a novel strain of canine minute virus associated with hepatitis in a dog,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087280/,,1,,,,,,,,,,,1
,x6ehkp6t,c347c33ebbdc6fa40f150a2b3c7ce045a09e37ec,Reversible restriction of vesicular stomatitis virus in permissive cells treated with inhibitors of prostaglandin biosynthesis,https://doi.org/10.1016/0042-6822(84)90191-0,,1,,,,,,,,,,Simulations of protein structure as well as spectrometry run on protein shape,1
,zso72hho,98e85066186167e53509cadef5d5389f2087da2e,Mesodynamics in the SARS nucleocapsid measured by NMR field cycling,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2728245/,1,1,,,,,,,,,,,
,v4ncshav,6293160da51ace8a72b0297d94e05ec9ad4276b6,Managing public health crises: the role of models in pandemic preparedness,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4634525/,,,,,,,,,,,1,a report of how modeling can be effective for effective implementation of public health measures  ,1
,rtv136j7,0b410384ce5b8336eb56b3e131a9929e2f71b033,Detection of respiratory coinfections in pediatric patients using a small volume polymerase chain reaction array respiratory panel: More evidence for combined droplet and contact isolation,https://doi.org/10.1016/j.ajic.2013.01.010,,,,,,,1,,,,,,1
,1heh3rhg,9f834baa2b482088288b7677ea7d6b695bade329,The reuse of anesthesia breathing systems: another difference of opinion and practice between the United States and Europe,https://doi.org/10.1016/j.jclinane.2007.10.006,,,,,,,,,,1,1,,
,rd61t7ln,fa2ce925abbd7842d19bb7c47a5059cfd5f4d34b,Synthesis of long cDNA from viral RNA template,https://doi.org/10.1016/0735-0651(88)90017-9,,1,,,,,,,,,,,1
,2u16otbf,251fac3fa8c2cd6c7b5cd023535cbabfe39f15d7,Diagnostic Techniques: Serological and Molecular Approaches☆,https://doi.org/10.1016/b978-0-12-801238-3.02558-7,,,,,,,,,,1,1,,
,gcj14snd,1d05dbf38f98918269d71020f0c9ff616548c2df,"Human rhinovirus spatial-temporal epidemiology in rural coastal Kenya, 2015-2016, observed through outpatient surveillance",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6234744/,,,,,,,,1,,,,,1
,up5vftj4,1646995eaa3033c07172c03ea3ec9e0f59a9abe8,CHAPTER 23 Viral Infections,https://doi.org/10.1016/b978-012336425-8/50076-5,,,,,,,,,,,1,Book chapter or viral infections and diseases caused by those infections in murine models ,1
,9kb0b6rq,0bfd20585f0b6915dbc9726ce66e81375c90abc3,"An isothermal, label-free, and rapid one-step RNA amplification/detection assay for diagnosis of respiratory viral infections",https://doi.org/10.1016/j.bios.2016.11.051,,1,,,,,,,,,,study comapring the sensitivity/specificty of an assay for detection of viral infection compared to PCR,1
,sfu0z0ry,ed3dac12ca72f06c51d7f68ae5fe6aaaa6f3e740,"The Expression of IL-6, TNF-α, and MCP-1 in Respiratory Viral Infection in Acute Exacerbations of Chronic Obstructive Pulmonary Disease",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5352889/,,,,,,,1,,,,,,1
,ckuf0czk,f2cb0b4942ccc934d16c07606f15fc77fee4f4b6,Subject index volumes 126–135 1990,https://doi.org/10.1016/0022-1759(90)90002-d,,,,,,,,,,,1,index at the end of the journal issue ,1
,h2asxv4j,9fae51ab2616267198036d17a84788ab9c586fed; 3a35b1a403a2b8e186f8aacbd6f30eb70e81cd98,"SYNCRIP (synaptotagmin-binding, cytoplasmic RNA-interacting protein) is a host factor involved in hepatitis C virus RNA replication",https://doi.org/10.1016/j.virol.2009.01.018,,1,,,,,,,,,,,1
,w49cqg60,ac99b803a90e235412c73efa91894e9a1ed3f019,NIH Disease Funding Levels and Burden of Disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044706/,,,,,,,,1,,,,Cross sectional study ,1
,sknah4dx,8a530622a9f6b79a586ebe790ac671a4cd23abed,Structural basis for the differential classification of HLA-A*6802 and HLA-A*6801 into the A2 and A3 supertypes,https://doi.org/10.1016/j.molimm.2013.03.015,,1,,,,,,,,,,,1
,xfb94lq8,d086f62864fb6b39416bad3b5a969668b1791acb,Invasion thresholds and the evolution of nonequilibrium virulence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3352400/,,,,,,,,,,1,,Non-systematic review ,1
,vhnzb48q,86d97117c82af69de428326b86837eee594b9399,An under-aisle air distribution system facilitating humidification of commercial aircraft cabins,https://doi.org/10.1016/j.buildenv.2009.09.010,1,,,,,,,,,,,,1
