paper_id,sha,Study Type,Computational,Experimental - in vitro,Experimental - in vivo,Clinical-interventional,Clinical-observational,Systematic review and/or meta-analysis,Review
pb2bx34v,21dafc047a8f25a164ed028f05b1898170bbd043,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
cv4fhkq8,f1053f7e45b5bd7b63304aa0e13b064809875be2,['mutagenesis'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
l0uanfi6,4f22277ad8883f63a93963929796b78ec7504a6f,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
vei3czm2,6fd431caa05459425a6cdfe9b198e0e5314d525b,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
p87uvnhr,a492f01adf175716a189fe572c5a93eb17e6fa44,"['review', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
jm1pjm6z,fa4ee3cd534cb999334266e0ed9e0376dbef4204,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
decokpqi,11a5e6ef8d4c839c60d9a530b8181f4d28a1385f,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
z103k5zn,01c84b0573ac53c48fb0dfd18223aa0427f1294a,"['experimental', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
3x15kljz,157e57f8b69082c86682e6c0c397976d537c85c9,"['genetic', 'retrospective observational']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
ga5n5tlf,170fda3dfd1cebf4aeafb8dcc2c328568a994ed0,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
vor3dbcn,c72097f484dc15fb3322a1b87c28d9d3572bf6bd,"['experimental', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32o6cwhu,0,"['review', 'case study']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
r30u549b,a097bafdf1b6590ad565aab12b87dcbde1546b13,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
q85ee2oa,3e0d55e74da93f2f9997972c11b6c32f5cc5d197,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
eevouvfq,12a2d60b1d2fbe08e499962d5c6c5bde0bdfbabf,['retrospective observational'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
kajs07ms,6d34c33b7b2d20fa4474cb7d92d008ca466393a8,"['review', 'experimental', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
unnrflmr,32b941d4406406a70dbced2b906b6795b775f5d4,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
is20odaq,19a9c45771cb8b7adaa35a3888ed8b46ffcd87b3,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1nau263l,f54b49661fb2fd519027499639de82d969680c5f,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ge2jumtn,4dfdf53f69ccf5a9c6354ea40663bcb4ccf88389,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
nr7k62v3,94e8acc14db64cbb14cdd6be8463e2f002cf52c6,"['review', 'case study', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
05fiqpeg,2a5ec3f7d844b1e52bc25171a8ea4d6eaeae0015,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
tk1q4wkp,413323e552f5a2a7cb40f2bba49cb88c610c7ef5,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ukijflij,7f7940bc0ca1e198694f7258fb08f8bf0fe1ed3a,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq50ye2,4b774a125e998416c0759ae0ea9ea09ab831245c,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
8j7esl8j,a701121045e7b0b260125caf9f75e2e5178f74e5,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
0p4zy5t2,e07fde0193b4227f4323344e33a2b5054dfe79f6,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
vzldm1ac,f0724604160229790b6cebabcfa02c3e46f9817e,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
q1ecpfyg,9dba329819f979d241de14e981ca36a3f28ae7da,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
3wsihzhk,c0bdf90fa72aa327e795ce3d4a2c9f8b5e8dc426,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
psknyu9g,e0c38f13afabd1cadfc104f12344e79ea599cb74,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
w2hjmkcn,3f2b6dba5fcb25ba7a248ebc6552379ac2ce474e,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1jtzcesy,1591aeacef943983aa084bd28a8da7b544d69684,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
nous57i0,d0aacbefff2b2cc1d18cb225ce77847ac3cb8899,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
n4s8dzgp,4ed70c27f14b7f9e6219fe605eae2b21a229f23c,"['review', 'case series', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
n2ncamqh,7d48736264c2e53be3288d79bd404eb3285cd6a5,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
89fol3pq,6bc503470575d86c809d73642019be355d05dbaf,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
kh7pqwv6,9fe28ccdc1b4da124241b40cf23ebe8a8acc975f,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
7xxcl2ug,562b18a657d555b2c22e11f1d2dc281e8010e2f2,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
y4eyse0y,e9ee637040a204668c5d9950fba63fe4e5841bec,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
g0jiaenw,d958706f061697c35051336b4224f88e6ad6167a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
33vouyzo,e92fec9d5c4eace861fa53b19fcedc71ed6085f0,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
pylhw19x,1024363e6e0b0b411304b768c9c726744e35d1b5,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
s2oy8t8w,cdb2bd1b90da9e8acc1eec157ff5b5efc32d64a1,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
399nxz5k,533dbd6341f993f933f4ff8096e85e5c354c1f16,"['review', 'prospective observational', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dw6w4qsv,dcb96adfe2460501a1b1fe41cc76d3e73d6c722a,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
phq1g2mm,de0163ba343bc5ea42399ae8e0b2c76c229a05b6,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
7ant1xt1,c2fe0ef56d339b6fe554a8d0ef4105cd7dbe56d6,"['review', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
a7kwf2yo,69cc14915ab5b7184d9ec5cdb0be98279ccee0a5,"['review', 'survey', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
4wbvdg1r,25b922ea09b0f4df47641787e559e3f5a07dc13b,"['genetic', 'retrospective study']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
eqf6ame6,cfb1c4bf3724faafcf43342c0581ecba8baffde3,"['prospective observational', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
tluc2ck7,b6103d8b40754f355f05923dcf0af43697728704,['experimental'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
tnj84axf,ab8ecae5d2918216407630df1efa44a9e77ed109,['mutagenesis'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
vhxuvrk7,bf0c1b6cbc176fc65868fcf129c2de48829a12dc,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
gk61hd4k,0,['experimental'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
bql0v4fu,1e589559db60e302b6b89f8793cef61207496b07,"['review', 'retrospective observational']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
na90gzux,d3190987bc5652f06af34fb5a067af30427a32cc,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
viwzj99g,1fe8ab9531a38af72ffad1460b1a821a1e58433d,"['review', 'retrospective observational']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
inb2r887,3466f69ead71088e7aa0acf2a569cb7123a705f9,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
i4t84krs,d944e3bbcea6bd4775fabf48983711da5c3bcdc8,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
jjm7y07m,e6f3895ea68fbbcf74338327306216d4353a8f98,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
m1jbpo5l,99a160a97cb528fadfc752b87b9c1f24afa55b4c,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
q6h46bjn,509190b03505878ded0f0d63a57e4900551b4ad7,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
knz48o3k,2f5bb8babcf9e40a337087b6925a3b5442bfbb40,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
479x7av6,46bffc89698d165ff24c624ff08f45d92c05f538,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
sbpaix48,0d0ed7339f3c93f0084e8d409e69f38f848f1bdb,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
kc7msjsz,1ffc9948cf2eb9099c4a7e8055bda8c71cbc289e,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0chpsuh,f7cea121c3cbcab38befdd89c4aa096529f61b32,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
u2ujqb7z,80c19db327352ed6eac0c22cc54c5a7070b6bbb7,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
j1lfq60o,1e0a165313e080137556cb75b1af2bb0f6984d9f,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
g35hvjby,f5cf0408ce162958f2f4cb7937be13b2c9ad9b72,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
wueuuabv,f7317d957a1c9e928c74a643ea8cc52eb24985d6,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
uyanxn0f,8e5f51c180f0cf899c155d0f017e4857ee46c1bf,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
5mbuz3z9,34ce84d9caa3aad47759fd62afe95a41de736522,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
lunbwrqw,7fdc6bde1e4513dff06ebb8794348c4e4f9f4f13,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ou7ubb4,1f22fc717382380daaed2c3136c39974953a58d9,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
98o0dssj,972da0924bc2643f193fe43f5281d464a39875be,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
uv3l0q8c,a6eaf1c062c6baf44c2ae4ae6066b4fe6b8631d8,"['review', 'prospective observational']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
16kpn9db,a9c3eac5be9f5433322ec6a0dd4a253f68826849,['survey'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
dvx9dpcz,da8c74d192c664d979fb7e961189f8dcc8f49a35,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
ci4qg0qu,07f76b90fe285ea907ceff68902d9444ef6102a1,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
2s3b82l3,bd6ff668b291b07c039010c27d1465777647f60f,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
kvugftgu,32525fa4a25bc693ba30658fab0e6c8dbd3feccd,"['review', 'meta-analysis']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
gin90aef,bb64f653c2ff6a96ddd691c3bf7a137963641951,"['review', 'meta-analysis', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
8pnlsxhp,19ad0e6a85d5c4db8de3228b73e4f525a045207c,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ba7m0l16,d38120edd796db062cdd98fb37d4b3e7020e4f62; 05340a65fd5d189a9fd728ba141f81ab9cccbdaa,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
6j05yjjj,c0a596a5e11789efc6110f68c7c626ff2a9bdef4,"['review', 'clinical', 'bioinformatics']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
4fbr8fx8,bd3945ec343cc4535650c9425aa143f71716de7c,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
xk4w0iz5,13bf2a3550424190192ab486498e1f06241477e3,"['review', 'genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
urlvaswn,77d3990b78e6205191e981b785a3c3669fbce383,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
8emckxv0,b16f025c89130e02163c52d7046d1afe17d2c4d1,"['review', 'genetic', 'experimental', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
xa4e24j7,8ad87c53173f76b28afa3f95b8ff0fd693cc8039,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
yjv9flei,e07361f2a5b41f06e67480a816ae7e8a8e7fda27,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
qerm5cpo,6514e47c856d0fd2052e0348da3735b9d3428503,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
6g1qxz9i,286a97bffa060b684330c1db70b1432724e745c9,"['review', 'case study']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
n3irdy0x,f65137c0c8dc11b570fda8d44047edeccf49c297,['review'],0.0,0.0,0.0,0.0,0.0,1.0,0.0
zsa23vhy,f5c49b26469407c9ecfbd6dd4bea6039d174b9bc,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
hzr4sxtp,0,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bo4pxob,68671219e4453cae8ff7209fb84db97c1b12bf13,"['review', 'meta-analysis', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
63ddlh20,c6fdc0a211ce9e0580ba484504ca9f69ba8ce8d5,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
09zabjsy,4c5f8cc44f41c073989d4da6e24678c3be538566,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
emhj6n4o,e43d245c7d3ba08e72a86055740bc75c2a9b8310,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
m0fs2f2a,bdff8e313097cb18af06ae9b5a9fe307bf1d141b,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
m7r90vvo,62308a662faeb6a1d2ac19990e541be4e8840c77,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd3tocwu,87fc628cc392d138ec48ad2a1d2c7508d1287517,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnislmpo,8f83009d7c0bb2462aee76cfb57e566cd7e03250,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
qjezak5y,fc4a1614aae7eb5219bf21bbdf82e0b61576faf6,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6c1rnou3,32156051a995fe12c19e2f60c851ae3a5ff5b708,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6cemgo83,0b30e970d817fdc264c7e6f61eda62e29775e650,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
zxytdb0b,9d209ab3376e51cbc00442378d02f2538e6ecb95,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
utcysxuc,bf29a9990de83afd59f7063f1547ff4da789db35,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
iv5h5sd6,4599e6e19a7b16de403c9fe55ac93a382eefd80d,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
62fkbxug,3d8b3c17cb7f1d80f2a63401ad5a46e90a3565a1,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
mc104zm0,f54a1b62f5070c0aa410497cec838a42a950c8a5,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
ipyhofye,01f1bf8c372d1cdac5d14431c65194c9929ef953,"['genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
u5zozu2k,d70a80379a5cd2b33e3209d7a5353b551314abab,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ru4eh0v4,b9d831893263caa3084f33ef9046d0df591a2b6f,"['review', 'genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ahma8gwn,f36623dae5fac4d5c4a7ffbc3131b77ae731c3b2,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ktrh3seo,ceefd40acd798bededd2a9db6daed026d1b7a338,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3j3b3mxv,09ec872e60418e81d7f2145ad9b0278949362145,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
72vya0vu,3b24e35e5f407e767841b4c066e13925da28aa37,"['review', 'experimental', 'case study', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
fwtymzo1,12282f2167c650a84846543ae9189a84132b038c,"['genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
mejd7blb,e50ddf4993ee18bcc608c8fea29a1ee47a77ea4a,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
zatpm17s,0,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
jy22na69,f0eecd773d0c49ad6d1cfc9f3dd480394f6673bc,"['review', 'time series', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
qylmr0l7,0b3c878bdeef7649da8ae76d2bb5a0f48374b67c,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
15c85zi4,8e7d221febb0647763c74b251362f013b622dedf,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
326huu05,d873e54f68ff11110fa02662eecfcbe5cb7711ed,"['experimental', 'clinical']",0.0,0.0,0.0,1.0,0.0,0.0,0.0
6rp12py3,7145144f4bd3e952f4e407d7a44558051234372d,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
ea1tel3o,061a9723fabc745b09867090f946f1438e04c12b,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
hmnb446h,5e443d303e63f037d6907f51a37c5f08a1391a83,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
v5wxkdbk,5c03f7971e51a825be6a88d675b1cd05d1c3b527,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
jppjqdi0,25215a670c123836836f684bce16b400163a11de,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
wy63u15d,0,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
nv58bwo4,0,"['review', 'bioinformatics']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqgbn6o1,3d545924ffd7086c6a9b8867d76028a21203186a,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
cz2xfii3,e334edbf0ed780fa52b19cba0730476e6ad34bec,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
z0o3ny46,7c7627cfb9caa593aa8f947f466c250bd15bb611,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
hpe4u97u,d0e0eec3071f8874c438e1466c44b76639d8382b,"['experimental', 'clinical']",0.0,0.0,0.0,1.0,0.0,0.0,0.0
ljayoodm,a7b187706eb3246cdc6b1965c024bffb8fc3070c,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
y6rye3bp,1aa4f522ff888f160fe1d69a7d3691169fe8efb8,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
25y3npyh,0733381505c02ddfb945aefe39002e72b06845a0,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
wyio2wvw,24c966d9bd8fd045da66456fcd1e0368fbebae72,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
om50o7pd,ed93b3832f1a71f4801d3a4492edeaa16042c6ed,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
q9rn75qb,06e48fb706294d231412a2740f57f38abf127655,"['experimental', 'clinical']",0.0,0.0,0.0,1.0,0.0,0.0,0.0
5kyqqaic,c597c98d0ff8bfaab9c264693a37d3892dd45093,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
lig5nlck,e5d135a6b5b890007b00b3fa069168a206724b49,['experimental'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
zqwiabht,376d4bf8175ab28bdb9866ff58ec9a1bf7fecc2d,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
5y0ehsnl,6bb202a4045d05b6b3410130a56b3293398651a4,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
x5uqc9de,0,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ush0rbzz,9852c8469166604b5b3be89bd2120f9ede9d6f08,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
epchoupz,c0d114a9b2d10a1036fb96a0f114ac880f07e245,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
3jow4xbn,27330546f789a098d185de8314bc19ec3e7c374d,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1r09pvmh,6b94d37edd80f951b27c6ccf5d04ad8f46c50778,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
7eww1oet,637fa95f385b73187e44c5e1590abcd3bfc048f4,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
f8xrgguq,dd12d8d758813f7a754f6b1ce98ed7b1f7ef6ed2,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
c4hwa0g4,424c669293a3095c71ba705cfcd5200614a430d3; e06de0ce6ed9cfa82633d0d835166f4fe98d8a44; 17444a879f40c56abde4a5fba2bfb28ad30d8ed4,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e1rzm02,0b99f04241566a49e266f6b6848f7714b7aaad05,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
pnl1acrj,963869beb920b86eefb2de2c6ea224da847855c6,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
wels9wt7,2c10444845b0ce2fcd5f1ef162af8efbe0098961,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
5lo2ueqf,ad3203aacfe30264f45cb972bcc7e7175a7202a5,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
otpi5xix,7be757349014f9c4bb934c55020827228e8d780f,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
oncx2myt,05d2c354ee8ab0a66de7b548e19b8c5458545770,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ddza1x3z,95e99eed4e794ba4370f856d066c8d7a1910bc46,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
r71g2e9y,342bd44f189b8abde24735ce207595ac8fbafa9f,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
zb8gphr9,f615c9b59875fb3ff171f18e3ce3077c4f4d77f8,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
03sa8yha,1cb6301d4b62b572f682829992e82097d0646ade,"['genetic', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
3ng0bo5a,58b61225660943af1722e6a8bdbba1831f3d4c5d,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
enhx4abh,ce8106b79db566c503b0343190cf18a399abeda7,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
0c1qdjb5,95f661ce374695621257078189a1809f5c5a9579,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2khymh2y,0fa2c0723266cef1b60cf11cfdfc9736018f6b11,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
xy59hlr9,025a1e34447e26b409e66072fdb91970892f2b85,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
lbhmnxv9,9232f2fc6574ec8a4ebba1663e3dba113326f2cb,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
90znu5om,b65d4d64b9e84b98427f4f73b609b821c7f9a9ca,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1hepyvhu,c60ce434d44ab0940af94d5b01f6876662204f57,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4oi0o12u,c35ed931f6ea3b4dd3b6bce15c68f5915043bf96,"['mutagenesis', 'genetic', 'experimental', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dgkmqenv,037cf8ad7f5ab3cb10dfabaa9aabfaa7d15313d6,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
cjon7ihb,53b1df4f0b08025e9eccc0fa371619884a191b70,"['life cycle', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
87rzw6cv,4ab34ee48b817b9f43912ff130a42e2e8c37e443,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
9sydr6i8,c871a8f86a4929f0d7ceffd7ce20c64138dfef6e,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lhs255tk,6fb68e502fc106fe515f9061a84947d90f52efa8,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4tgavw2w,3ef4a87a4018de9636f73890dc5167bd2fd206fd,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cubh9jxc,3fec1d8c1c53fcf800e5efb362ad214e901196fd,['mutagenesis'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
hr4smx24,e553cb7c661b97c4e1a0133fc09d17b3a242ff5b,"['experimental', 'clinical', 'bioinformatics']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
b9z5yjcg,538e0c7258dd7078e66bb662aa17f453724217c4,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
8jin6oru,d2f08a8ab5e047b8ed80daee5fdb53df7e41882b,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
cbsadvbu,f3cee932bf52576d724d550a68700845509bd696,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
hastu5yg,a341fd0daf2609052aedbd102b7a04a6e601a6a6,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ykmp4ven,0d7829de6ac904b60d44d14dc24835807b746a66,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
hm36pepp,436862f3b5c487a2531672f3129afd0aef0e84c1,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
10jlzjf0,25f788c8ee504e9297b0d5276b42516af43ffc38,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
wc4lxk45,e4d9d29176038bdec003144a1d0c749c6b48a231,"['genetic', 'life cycle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeza1zdo,6ff6f65742e35266d6640649dd94417b1ea93ffe,"['experimental', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
hrsnr60j,39deebf0fa41b3cf9bf5a0ff3ce38424cbea01ec,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
v9gabn1a,d848c3ff28c0717b135f3030d9576568c12d389d,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
udqu5jub,411b0ac3d72573bf6b15259802359f0a8c456a03,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
